Tag,Monat,Jahr,Menge,Artikelnr.,Artikelname
25,1,2020,152.0,632,Wasserenthärtungsfilter
25,1,2020,1376.0,640,1000 Untersätzli
25,1,2020,27.0,654,Rührstäbchen (Holz)
25,1,2020,65.0,658,Sirocco Espresso Becher (Solo)
25,1,2020,203.0,660,780 Stück Sirocco-Isolier-Becher 8oz
25,1,2020,12.0,662,1000 Deckel für Sirocco-Becher 8 oz
25,1,2020,78.0,664,Sirocco Becher 12oz (Insulair)
25,1,2020,1718.0,6702,Sirocco-Stövchen
25,1,2020,417.0,6707,Sirocco-Teemug
25,1,2020,9717.0,6708,Sirocco Silikon Untersetzer
25,1,2020,1880.0,6750,Tablett rund, weiss
25,1,2020,480.0,682,Geschenkbox pink mit 6 Abteilen
25,1,2020,337.0,684,Geschenkbox pink mit 9 Abteilen
25,1,2020,292.0,690,Geschenkbox braun mit 4 Abteilen
25,1,2020,431.0,692,Geschenkbox braun mit  6 Abteilen
25,1,2020,473.0,694,Geschenkbox braun mit 9 Abteilen
25,1,2020,241.0,696,Geschenkbox braun mit 12 Abteilen
25,1,2020,18.0,725,Tee - Display Braun für 12 Sorten
25,1,2020,15.0,734i,Tea Box Piano klein, weiss
25,1,2020,124.0,741,Tea Journey, 8er Box, ohne Inhalt
25,1,2020,153.0,750,Geschenkbox, schwarz für 3 Dosen
25,1,2020,14.0,755,Geschenkbox mit 2 Teeboxen und 1 Teemug
25,1,2020,166.0,762,Matcha-Set 5-tlg. (Pulver, Schale,  Löffel, Besen, Halter)
25,1,2020,1376.0,775,Plexiglasdose für Riechmuster
25,1,2020,431.0,7790,Sirocco Teeuhr GOLD
25,1,2020,8.0,780,Duftkerze "Jasmine"
25,1,2020,70.0,781,Duftkerze "Red Kiss"
25,1,2020,6.0,782,Duftkerze "Black Chai"
25,1,2020,416.0,820,10 x 25 Tea Journey BREAKFAST TEA
25,1,2020,243.0,821,Tea Journey GREEN TEA
25,1,2020,632.0,822,10 x 25 Tea Journey MINT TEA
25,1,2020,328.0,824,10 x 25 Tea Journey EARL GREY
25,1,2020,309.0,826,Tea Journey CAMOMILE TEA
25,1,2020,289.0,827,Tea Journey ROOIBOS VANILLA
25,1,2020,258.0,828,10 x 25 Tea Journey VERBENA
25,1,2020,318.0,829,Tea Journey LEMON GINGER
25,1,2020,307.0,830,Tea Journey JASMINE TEA
25,1,2020,85.0,831,Tea Journey SWEET HERBAL
25,1,2020,308.0,833,Tea Journey VERY BERRY
25,1,2020,40.0,834,Tea Journey GREEN LEMON
25,1,2020,76.0,880,Swiss Breakfast Catering 12g
25,1,2020,19.0,881,Large Bags Ceylon Sunrise 12g - Finnair
25,1,2020,10.0,99029,Verkaufselement Plexiglas Unten
25,1,2020,9.0,99030,Verkaufselement Plexiglas Oben
25,1,2020,13.0,99057,20 Sirocco VIP Coffee Box
25,1,2020,15.0,99058,20 Stk Tea Box Piano mini white (Finair)
25,1,2020,45.0,99064,100 Ginger Lemon transparent tea sample
25,1,2020,2575.0,6709,Sirocco-Teemug Unterteller KAHLA
25,1,2020,345.0,503,Teedose Japanese Sencha
25,1,2020,61.0,437,9 Teebeutel "Iced Tea Selection"
25,1,2020,111.0,730,Tea Box Piano gross, weiss leer
25,1,2020,762.0,736,Tea Box Piano klein, schwarz
25,1,2020,103.0,734,Tea Box Piano klein, weiss leer
25,1,2020,2052.0,718,Geschenkbox Weiss für 8 Teebeutel leer
25,1,2020,548.0,720,Geschenkbox Rot für 8 Teebeutel  leer
25,1,2020,205.0,740,Tea Box Leder, klein braun leer
25,1,2020,7.0,665,1000 Deckel für Sirocco Becher 12 oz
25,1,2020,32.0,724,Teeflyer Winter Moments
25,1,2020,5.0,4253,20 Teebeutel "White Christmas" in PET-Box
25,1,2020,13.0,1971,Sirocco Decaf  à 180 Pods
25,1,2020,902.0,2803,10 Kapseln Espresso Rubino
25,1,2020,473.0,2899,10 Kapseln Decaf
25,1,2020,31.0,300,Sirocco Espresso Dose Bohnen
25,1,2020,12.0,330,Sirocco Crema Dose Bohnen
25,1,2020,123.0,375,100 Teebeutel "Green Tropic"
25,1,2020,290.0,384,100 Teebeutel "Yellow Wish"
25,1,2020,175.0,385,100 Teebeutel "White Silver Needle"
25,1,2020,585.0,387,100 Teebeutel "Camomile Orange Blossoms"
25,1,2020,68.0,3981,100 Teebeutel "Hagebutten"
25,1,2020,13147.0,401,20 Teebeutel "Ceylon Sunrise"
25,1,2020,5685.0,406,20 Teebeutel "Rooibos Tangerine"
25,1,2020,5223.0,407,20 Teebeutel "Camomile Orange Blossoms"
25,1,2020,1557.0,415,20 Teebeutel "White Peach"
25,1,2020,2863.0,416,20 Teebeutel "Jade Oolong"
25,1,2020,1511.0,4234,20 Teebeutel “Pina Moringa”
25,1,2020,145.0,436,24 Teebeutel "Gourmet Selection"
25,1,2020,1126.0,4401,Wellness Tea  20er „Pure Power“
25,1,2020,39.0,451,Offentee "Ceylon Sunrise"
25,1,2020,419.0,644,6 Espresso-Tassen SIROCCO
25,1,2020,318.0,645,6 Kaffee-Tassen SIROCCO
25,1,2020,50.0,13022,Café Verona, gemahlen vac 250g
25,1,2020,140.0,19022,Café coffeinfrei, gemahlen vac 250g
25,1,2020,68.0,19023,Café coffeinfrei, fein gemahlen vac 250g
25,1,2020,8.0,19024,Café coffeinfrei, grob gemahlen vac 250g
25,1,2020,16.0,13023,Café Verona, fein gemahlen vac 250g
25,1,2020,28.0,11023,Café Spezial, fein gemahlen vac 250g
25,1,2020,5.0,341,Sirocco Crema Pods à 80 Pods
25,1,2020,701.0,538,Karton, Zucker-Sticks
25,1,2020,174.0,11022,Café Spezial, gemahlen vac 250g
25,1,2020,214.0,430,8 Teebeutel "Classic Selection"
25,1,2020,326.0,529,Matcha 30g Dose
25,1,2020,693.0,509,Teedose "Piz Palü"
25,1,2020,10.0,726,Verkaufselement Plexiglas
25,1,2020,47.0,458,Offentee "Moroccan Mint"
25,1,2020,25.0,465,Offentee "White Peach"
25,1,2020,110.0,463,Offentee "Ginger Lemon Dream"
25,1,2020,30.0,457,Offentee "Camomile Orange Blossoms"
25,1,2020,2302.0,4251,20 Teebeutel "Winter Moments"
25,1,2020,40.0,19011,Café coffeinfrei, Bohnen 1kg
25,1,2020,9.0,792,Kashmir-Schal Piz-Palü-Grün
25,1,2020,11.0,790,Kashmir-Schal Ceylon-Beige
25,1,2020,12246.0,410,20 Teebeutel "Verbena"
25,1,2020,2877.0,411,20 Teebeutel "Red Kiss"
25,1,2020,6822.0,4171,20 Teebeutel "Green Jasmine"
25,1,2020,1129.0,422,20 Teebeutel "Black Vanilla"
25,1,2020,41.0,329,Sirocco Espresso à 180 Pods
25,1,2020,31.0,532,18 Carré au Chocolat noir, Sirocco
25,1,2020,24042.0,408,20 Teebeutel "Moroccan Mint"
25,1,2020,72.0,461,Offentee "Red Kiss"
25,1,2020,39.0,459,Offentee "Piz Palü"
25,1,2020,26.0,452,Offentee "Gentle Blue"
25,1,2020,1.0,468,Offentee "Green Tropic"
25,1,2020,33.0,450,Offentee "Purple Breeze"
25,1,2020,749.0,2856,10 Kapseln Colombia Nariño
25,1,2020,295.0,382,100 Teebeutel "Gentle Blue"
25,1,2020,47.0,534,48 Carré au Chocolat noir, Sirocco
25,1,2020,4613.0,402,20 Teebeutel "Gentle Blue"
25,1,2020,6628.0,403,20 Teebeutel "Japanese Sencha"
25,1,2020,763.0,2851,10 Kapseln Kenya Nyeri
25,1,2020,4.0,99084,40'000 Kapsel leer Bio Crema
25,1,2020,4.0,99083,40'000 Kapsel leer Bio Espresso
25,1,2020,1.0,99088,40'000 Kapsel leer Decaf
25,1,2020,5.0,99082,40'000 Kapsel leer Rubino
25,1,2020,3.0,99086,40'000 Kapsel leer Brasil
25,1,2020,2.0,99087,40'000 Kapsel leer Colombia
25,1,2020,3.0,99085,40'000 Kapsel leer Kenya
25,1,2020,8.0,99080,40'000 Kapsel leer Classico
25,1,2020,8.0,99089,40'000 Kapsel leer Crema
25,1,2020,4.0,99081,40'000 Kapsel leer Elite
25,1,2020,55.0,742,Tea Journey, Holzbox 12er Box, ohne Inhalt
25,1,2020,378.0,433,8 Teebeutel "Introduction Selection"
25,1,2020,3118.0,409,20 Teebeutel "Piz Palü"
25,1,2020,157.0,395,100 Teebeutel "White Peach"
25,1,2020,27.0,340,Crema Pods, Disp. à 20
25,1,2020,7.0,730i,Tea Box Piano gross, weiss
25,1,2020,2.0,732i,Tea Box Piano gross, schwarz
25,1,2020,51.0,364,Single Origin Pod "Kenya AA", Disp. à 20
25,1,2020,16.0,616,Mazzermühle
25,1,2020,9.0,768,Elektrischer Samowar
25,1,2020,17.0,615,Mahlscheibe
25,1,2020,28.0,362,Single Orig. Pod "Guatemala Antigua" Disp. à 20
25,1,2020,32.0,361,Single Orig. Pod "Colombia", Disp. à 20
25,1,2020,14.0,360,Single Origin Pod "Brasil", Disp. à 20
25,1,2020,18.0,363,Single Orig. Pod "Jamaica Blue Mtn" Disp. à 20
25,1,2020,20.0,605,Glaskrug zu Bravilor
25,1,2020,1567.0,16012,Café Milano-Bar, Bohnen 250g
25,1,2020,9.0,738,Tea Box Piano mini, weiss
25,1,2020,1050.0,6731,Sirupgefäss
25,1,2020,383.0,6732,Tasse für Eisteezubereitung
25,1,2020,421.0,557,Gemüsebrühe, 1/2 kg
25,1,2020,3159.0,435,36 Teebeutel "Grand Selection"
25,1,2020,226.0,517,Teedose "Jasmine Dragon Pearls" 120gr
25,1,2020,23.0,736i,Tea Box Piano klein, schwarz
25,1,2020,47.0,302,Sirocco Espresso Dose gemahlen
25,1,2020,76.0,729,Teeflyer «Moroccan Mint» - Karton à 60 Stück
25,1,2020,15.0,633,Wasserbehälter
25,1,2020,980.0,2821,10 Kapseln Crema
25,1,2020,694.0,2853,10 Kapseln Brasil Bourbon
25,1,2020,328.0,13011,Café Verona, Bohnen 1kg
25,1,2020,138.0,19012,Café coffeinfrei, Bohnen 250g
25,1,2020,233.0,13012,Café Verona, Bohnen 250g
25,1,2020,202.0,201,Bio Fairtrade "Campesino" Bohnen 250g
25,1,2020,236.0,11012,Café Spezial, Bohnen 250g
25,1,2020,927.0,431,8 Teebeutel "Old World Selection"
25,1,2020,40.0,680,Geschenkbox pink mit 4 Abteilen
25,1,2020,419.0,434,Wellness Selection
25,1,2020,90.0,16022,Café Milano-Bar, gemahlen vac 250g
25,1,2020,25.0,16023,Café Milano-Bar, fein gemahlen vac 250g
25,1,2020,110.0,203,Bio Fairtrade "Campesino" gemahlenVac
25,1,2020,410.0,322,500g Sirocco Espresso Tradizionale Bohnen
25,1,2020,3508.0,413,20 Teebeutel "Ginger Lemon Dream"
25,1,2020,523.0,556,Fleischbrühe, 1/2 kg
25,1,2020,15.0,197,Sirocco Decaf  à 80 Pods
25,1,2020,1287.0,655,6 Sirocco Wasserglas 110ml
25,1,2020,142.0,732,Tea Box Piano gross, schwarz
25,1,2020,171.0,11011,Café Spezial, Bohnen 1kg
25,1,2020,1.0,757,Geschenkbox mit 2 Teemugs und 1Teebox Red Kiss
25,1,2020,83.0,453,Offentee "Japanese Sencha"
25,1,2020,51.0,196,Decaf Pods, Disp. à 20
25,1,2020,50.0,327,Espresso Pods, Disp. à 20
25,1,2020,1203.0,16011,Café Milano-Bar, Bohnen 1kg
25,1,2020,264.0,180bv,Café "ECO", Bohnen
25,1,2020,98.0,351,Espresso Elite Bohnen 500g
25,1,2020,232.0,200 Bv 1kg,Bio Fairtrade "Campesino" Bohnen 1kg
25,1,2020,286.0,140Bv,1kg Cafe Grande, Bohnen
25,1,2020,541.0,393,100 Teebeutel "Ginger Lemon Dream"
25,1,2020,27.0,473,Offentee "Winter Moments"
25,1,2020,20.0,4671,Offentee "Green Jasmine"
25,1,2020,13.0,342,Sirocco Crema à 180 Pods
25,1,2020,160.0,686,Geschenkbox pink mit 12 Abteilen
25,1,2020,1985.0,6703,2 Sirocco-Teetassen mit  Untertassen
25,1,2020,1533.0,405,20 Teebeutel "White Silver Needle"
25,1,2020,82.0,6701,Sirocco-Teekännchen mit Schälchen
25,1,2020,30.0,455,Offentee "White Silver Needle"
25,1,2020,100.0,462,Offentee "Black Chai"
25,1,2020,4.0,740i,Tea Box Leder, klein braun
25,1,2020,243.0,320,500g Sirocco Crema Tradizionale Bohnen
25,1,2020,225.0,350,Espresso Elite Bohnen 1kg
25,1,2020,3.0,212,Bio-Espresso Bohnen 500g
