Tag,Monat,Jahr,Menge,Artikelnr.,Artikelname
2,2,2020,202.0,660,780 Stück Sirocco-Isolier-Becher 8oz
2,2,2020,12.0,662,1000 Deckel für Sirocco-Becher 8 oz
2,2,2020,78.0,664,Sirocco Becher 12oz (Insulair)
2,2,2020,1718.0,6702,Sirocco-Stövchen
2,2,2020,201.0,6707,Sirocco-Teemug
2,2,2020,9717.0,6708,Sirocco Silikon Untersetzer
2,2,2020,1880.0,6750,Tablett rund, weiss
2,2,2020,480.0,682,Geschenkbox pink mit 6 Abteilen
2,2,2020,337.0,684,Geschenkbox pink mit 9 Abteilen
2,2,2020,291.0,690,Geschenkbox braun mit 4 Abteilen
2,2,2020,431.0,692,Geschenkbox braun mit  6 Abteilen
2,2,2020,484.0,694,Geschenkbox braun mit 9 Abteilen
2,2,2020,245.0,696,Geschenkbox braun mit 12 Abteilen
2,2,2020,14.0,725,Tee - Display Braun für 12 Sorten
2,2,2020,13.0,734i,Tea Box Piano klein, weiss
2,2,2020,124.0,741,Tea Journey, 8er Box, ohne Inhalt
2,2,2020,153.0,750,Geschenkbox, schwarz für 3 Dosen
2,2,2020,14.0,755,Geschenkbox mit 2 Teeboxen und 1 Teemug
2,2,2020,186.0,762,Matcha-Set 5-tlg. (Pulver, Schale,  Löffel, Besen, Halter)
2,2,2020,1376.0,775,Plexiglasdose für Riechmuster
2,2,2020,427.0,7790,Sirocco Teeuhr GOLD
2,2,2020,8.0,780,Duftkerze "Jasmine"
2,2,2020,70.0,781,Duftkerze "Red Kiss"
2,2,2020,6.0,782,Duftkerze "Black Chai"
2,2,2020,376.0,820,10 x 25 Tea Journey BREAKFAST TEA
2,2,2020,180.0,821,Tea Journey GREEN TEA
2,2,2020,545.0,822,10 x 25 Tea Journey MINT TEA
2,2,2020,289.0,824,10 x 25 Tea Journey EARL GREY
2,2,2020,265.0,827,Tea Journey ROOIBOS VANILLA
2,2,2020,195.0,828,10 x 25 Tea Journey VERBENA
2,2,2020,246.0,829,Tea Journey LEMON GINGER
2,2,2020,268.0,830,Tea Journey JASMINE TEA
2,2,2020,85.0,831,Tea Journey SWEET HERBAL
2,2,2020,260.0,833,Tea Journey VERY BERRY
2,2,2020,40.0,834,Tea Journey GREEN LEMON
2,2,2020,76.0,880,Swiss Breakfast Catering 12g
2,2,2020,19.0,881,Large Bags Ceylon Sunrise 12g - Finnair
2,2,2020,10.0,99029,Verkaufselement Plexiglas Unten
2,2,2020,9.0,99030,Verkaufselement Plexiglas Oben
2,2,2020,13.0,99057,20 Sirocco VIP Coffee Box
2,2,2020,15.0,99058,20 Stk Tea Box Piano mini white (Finair)
2,2,2020,45.0,99064,100 Ginger Lemon transparent tea sample
2,2,2020,2345.0,6709,Sirocco-Teemug Unterteller KAHLA
2,2,2020,341.0,503,Teedose Japanese Sencha
2,2,2020,54.0,437,9 Teebeutel "Iced Tea Selection"
2,2,2020,677.0,736,Tea Box Piano klein, schwarz
2,2,2020,103.0,734,Tea Box Piano klein, weiss leer
2,2,2020,2052.0,718,Geschenkbox Weiss für 8 Teebeutel leer
2,2,2020,548.0,720,Geschenkbox Rot für 8 Teebeutel  leer
2,2,2020,204.0,740,Tea Box Leder, klein braun leer
2,2,2020,7.0,665,1000 Deckel für Sirocco Becher 12 oz
2,2,2020,31.0,724,Teeflyer Winter Moments
2,2,2020,5.0,4253,20 Teebeutel "White Christmas" in PET-Box
2,2,2020,10.0,1971,Sirocco Decaf  à 180 Pods
2,2,2020,879.0,2803,10 Kapseln Espresso Rubino
2,2,2020,440.0,2899,10 Kapseln Decaf
2,2,2020,13.0,300,Sirocco Espresso Dose Bohnen
2,2,2020,12.0,330,Sirocco Crema Dose Bohnen
2,2,2020,120.0,375,100 Teebeutel "Green Tropic"
2,2,2020,289.0,384,100 Teebeutel "Yellow Wish"
2,2,2020,169.0,385,100 Teebeutel "White Silver Needle"
2,2,2020,735.0,386,100 Teebeutel "Rooibos Tangerine"
2,2,2020,566.0,387,100 Teebeutel "Camomile Orange Blossoms"
2,2,2020,12825.0,401,20 Teebeutel "Ceylon Sunrise"
2,2,2020,5591.0,406,20 Teebeutel "Rooibos Tangerine"
2,2,2020,4969.0,407,20 Teebeutel "Camomile Orange Blossoms"
2,2,2020,1531.0,415,20 Teebeutel "White Peach"
2,2,2020,2849.0,416,20 Teebeutel "Jade Oolong"
2,2,2020,1463.0,4234,20 Teebeutel “Pina Moringa”
2,2,2020,125.0,436,24 Teebeutel "Gourmet Selection"
2,2,2020,942.0,4401,Wellness Tea  20er „Pure Power“
2,2,2020,104.0,451,Offentee "Ceylon Sunrise"
2,2,2020,408.0,644,6 Espresso-Tassen SIROCCO
2,2,2020,311.0,645,6 Kaffee-Tassen SIROCCO
2,2,2020,49.0,13022,Café Verona, gemahlen vac 250g
2,2,2020,127.0,19022,Café coffeinfrei, gemahlen vac 250g
2,2,2020,51.0,19023,Café coffeinfrei, fein gemahlen vac 250g
2,2,2020,8.0,19024,Café coffeinfrei, grob gemahlen vac 250g
2,2,2020,16.0,13023,Café Verona, fein gemahlen vac 250g
2,2,2020,28.0,11023,Café Spezial, fein gemahlen vac 250g
2,2,2020,4.0,341,Sirocco Crema Pods à 80 Pods
2,2,2020,689.0,538,Karton, Zucker-Sticks
2,2,2020,169.0,11022,Café Spezial, gemahlen vac 250g
2,2,2020,206.0,430,8 Teebeutel "Classic Selection"
2,2,2020,324.0,529,Matcha 30g Dose
2,2,2020,679.0,509,Teedose "Piz Palü"
2,2,2020,10.0,726,Verkaufselement Plexiglas
2,2,2020,43.0,458,Offentee "Moroccan Mint"
2,2,2020,25.0,465,Offentee "White Peach"
2,2,2020,110.0,463,Offentee "Ginger Lemon Dream"
2,2,2020,76.0,457,Offentee "Camomile Orange Blossoms"
2,2,2020,2215.0,4251,20 Teebeutel "Winter Moments"
2,2,2020,38.0,19011,Café coffeinfrei, Bohnen 1kg
2,2,2020,9.0,792,Kashmir-Schal Piz-Palü-Grün
2,2,2020,11.0,790,Kashmir-Schal Ceylon-Beige
2,2,2020,11808.0,410,20 Teebeutel "Verbena"
2,2,2020,2592.0,411,20 Teebeutel "Red Kiss"
2,2,2020,6727.0,4171,20 Teebeutel "Green Jasmine"
2,2,2020,1072.0,422,20 Teebeutel "Black Vanilla"
2,2,2020,23.0,532,18 Carré au Chocolat noir, Sirocco
2,2,2020,23141.0,408,20 Teebeutel "Moroccan Mint"
2,2,2020,48.0,461,Offentee "Red Kiss"
2,2,2020,87.0,459,Offentee "Piz Palü"
2,2,2020,97.0,452,Offentee "Gentle Blue"
2,2,2020,1.0,468,Offentee "Green Tropic"
2,2,2020,31.0,450,Offentee "Purple Breeze"
2,2,2020,692.0,2856,10 Kapseln Colombia Nariño
2,2,2020,279.0,826,Tea Journey CAMOMILE TEA
2,2,2020,241.0,382,100 Teebeutel "Gentle Blue"
2,2,2020,62.0,534,48 Carré au Chocolat noir, Sirocco
2,2,2020,4187.0,402,20 Teebeutel "Gentle Blue"
2,2,2020,5728.0,403,20 Teebeutel "Japanese Sencha"
2,2,2020,752.0,2851,10 Kapseln Kenya Nyeri
2,2,2020,4.0,99084,40'000 Kapsel leer Bio Crema
2,2,2020,4.0,99083,40'000 Kapsel leer Bio Espresso
2,2,2020,1.0,99088,40'000 Kapsel leer Decaf
2,2,2020,5.0,99082,40'000 Kapsel leer Rubino
2,2,2020,3.0,99086,40'000 Kapsel leer Brasil
2,2,2020,2.0,99087,40'000 Kapsel leer Colombia
2,2,2020,3.0,99085,40'000 Kapsel leer Kenya
2,2,2020,8.0,99080,40'000 Kapsel leer Classico
2,2,2020,8.0,99089,40'000 Kapsel leer Crema
2,2,2020,4.0,99081,40'000 Kapsel leer Elite
2,2,2020,55.0,742,Tea Journey, Holzbox 12er Box, ohne Inhalt
2,2,2020,366.0,433,8 Teebeutel "Introduction Selection"
2,2,2020,2511.0,409,20 Teebeutel "Piz Palü"
2,2,2020,156.0,395,100 Teebeutel "White Peach"
2,2,2020,61.0,3981,100 Teebeutel "Hagebutten"
2,2,2020,23.0,340,Crema Pods, Disp. à 20
2,2,2020,7.0,730i,Tea Box Piano gross, weiss
2,2,2020,5.0,732i,Tea Box Piano gross, schwarz
2,2,2020,51.0,364,Single Origin Pod "Kenya AA", Disp. à 20
2,2,2020,16.0,616,Mazzermühle
2,2,2020,9.0,768,Elektrischer Samowar
2,2,2020,17.0,615,Mahlscheibe
2,2,2020,28.0,362,Single Orig. Pod "Guatemala Antigua" Disp. à 20
2,2,2020,28.0,361,Single Orig. Pod "Colombia", Disp. à 20
2,2,2020,14.0,360,Single Origin Pod "Brasil", Disp. à 20
2,2,2020,18.0,363,Single Orig. Pod "Jamaica Blue Mtn" Disp. à 20
2,2,2020,17.0,605,Glaskrug zu Bravilor
2,2,2020,9.0,738,Tea Box Piano mini, weiss
2,2,2020,1050.0,6731,Sirupgefäss
2,2,2020,383.0,6732,Tasse für Eisteezubereitung
2,2,2020,732.0,557,Gemüsebrühe, 1/2 kg
2,2,2020,3089.0,435,36 Teebeutel "Grand Selection"
2,2,2020,211.0,517,Teedose "Jasmine Dragon Pearls" 120gr
2,2,2020,23.0,736i,Tea Box Piano klein, schwarz
2,2,2020,46.0,302,Sirocco Espresso Dose gemahlen
2,2,2020,74.0,729,Teeflyer «Moroccan Mint» - Karton à 60 Stück
2,2,2020,15.0,633,Wasserbehälter
2,2,2020,874.0,2821,10 Kapseln Crema
2,2,2020,693.0,2853,10 Kapseln Brasil Bourbon
2,2,2020,294.0,13011,Café Verona, Bohnen 1kg
2,2,2020,362.0,19012,Café coffeinfrei, Bohnen 250g
2,2,2020,162.0,13012,Café Verona, Bohnen 250g
2,2,2020,318.0,201,Bio Fairtrade "Campesino" Bohnen 250g
2,2,2020,181.0,11012,Café Spezial, Bohnen 250g
2,2,2020,893.0,431,8 Teebeutel "Old World Selection"
2,2,2020,66.0,680,Geschenkbox pink mit 4 Abteilen
2,2,2020,351.0,434,Wellness Selection
2,2,2020,88.0,16022,Café Milano-Bar, gemahlen vac 250g
2,2,2020,25.0,16023,Café Milano-Bar, fein gemahlen vac 250g
2,2,2020,107.0,203,Bio Fairtrade "Campesino" gemahlenVac
2,2,2020,921.0,322,500g Sirocco Espresso Tradizionale Bohnen
2,2,2020,2986.0,413,20 Teebeutel "Ginger Lemon Dream"
2,2,2020,340.0,556,Fleischbrühe, 1/2 kg
2,2,2020,12.0,197,Sirocco Decaf  à 80 Pods
2,2,2020,1283.0,655,6 Sirocco Wasserglas 110ml
2,2,2020,133.0,732,Tea Box Piano gross, schwarz
2,2,2020,390.0,11011,Café Spezial, Bohnen 1kg
2,2,2020,19.0,757,Geschenkbox mit 2 Teemugs und 1Teebox Red Kiss
2,2,2020,78.0,453,Offentee "Japanese Sencha"
2,2,2020,28.0,327,Espresso Pods, Disp. à 20
2,2,2020,1858.0,16011,Café Milano-Bar, Bohnen 1kg
2,2,2020,537.0,180bv,Café "ECO", Bohnen
2,2,2020,274.0,351,Espresso Elite Bohnen 500g
2,2,2020,4.0,200 Bv 1kg,Bio Fairtrade "Campesino" Bohnen 1kg
2,2,2020,360.0,140Bv,1kg Cafe Grande, Bohnen
2,2,2020,478.0,393,100 Teebeutel "Ginger Lemon Dream"
2,2,2020,32.0,196,Decaf Pods, Disp. à 20
2,2,2020,27.0,473,Offentee "Winter Moments"
2,2,2020,18.0,4671,Offentee "Green Jasmine"
2,2,2020,3.0,342,Sirocco Crema à 180 Pods
2,2,2020,160.0,686,Geschenkbox pink mit 12 Abteilen
2,2,2020,1983.0,6703,2 Sirocco-Teetassen mit  Untertassen
2,2,2020,1443.0,405,20 Teebeutel "White Silver Needle"
2,2,2020,82.0,6701,Sirocco-Teekännchen mit Schälchen
2,2,2020,30.0,455,Offentee "White Silver Needle"
2,2,2020,85.0,462,Offentee "Black Chai"
2,2,2020,4.0,740i,Tea Box Leder, klein braun
2,2,2020,466.0,320,500g Sirocco Crema Tradizionale Bohnen
2,2,2020,1082.0,16012,Café Milano-Bar, Bohnen 250g
2,2,2020,64.0,350,Espresso Elite Bohnen 1kg
2,2,2020,252.0,212,Bio-Espresso Bohnen 500g
2,2,2020,34.0,4261,20 Teebeutel "Genmaicha" – Limited Edition
2,2,2020,32.0,4262,20 Teebeutel "Zealong" – Limited Edition
2,2,2020,28.0,329,Sirocco Espresso à 180 Pods
2,2,2020,9.0,553,Fleischbrühe, 7 kg
2,2,2020,109.0,730,Tea Box Piano gross, weiss leer
2,2,2020,28.0,4272,100 Teebeutel "White Christmas"
2,2,2020,4422.0,6730,Glaskrug für Eisteezubereitung
